Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,report_number,local_case_number_x,agency_name_x,acrs_report_type_x,crash_date_time_x,route_type_x,road_name_x,cross_street_type_x,cross_street_name_x,off_road_description_x,municipality_x,related_non_motorist_x,collision_type_x,weather_x,surface_condition_x,light_x,traffic_control_x,driver_substance_abuse_x,non_motorist_substance_abuse_x,person_id,pedestrian_type,pedestrian_movement,pedestrian_actions,pedestrian_location,pedestrian_obeyed_traffic_signal,pedestrian_visibility,at_fault_x,injury_severity,safety_equipment,latitude_x,longitude_x,geolocation_x,crashdate,year,on_offroad,serious_fatal_injury,crashtime,day_night,month,season,dartdash,pedestrian_yes_no,at_fault_binary,weekday_day,weekdays_y_n,county_road,hit_run,mile_point,mile_point_direction,lane_direction,lane_number,lane_type,number_of_lanes,direction,distance,distance_unit,road_grade,nontraffic,first_harmful_event,second_harmful_event,fixed_oject_struck,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,Reportnumber,NonMotoristSex,NonMotoristDOB,age,adult_yes_no,agegroup,month_year,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,BUFF_DIST,ORIG_FID,COUNT,ObjectId,GeogName,ActName,Shape_Length,Shape_Area
0,1470,0,1470,EJ7887000Z,0.000000000000000,,,,,,,,,,,,,,,,,,E36ECE0F-3705-418C-B738-03E1AD4FDBD9,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,MEDIAN,OBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,8/29/2021,2021,On road,serious/fatal,9:20:00,day,8,summer,not dart dash,small wheeled thing,,,weekend,Not county,Yes,1.19,North,West,0,LEFT TURN LANE,5,North,0,FEET,LEVEL,No,OTHER PEDALCYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",EJ7887000Z,F,6/15/1995,26,Adult,19+,2021-08,,,,,,,,,,,,,1470,,,,
0,1471,0,1471,MCP2048003D,0.000000000000000,,,,,,,,,,,,,,,,,,7431DC1A-65A6-40AD-9401-642B5271D660,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,N/A,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,8/28/2021,2021,On road,not serious/fatal,12:00:00,day,8,summer,not dart dash,pedestrian,,,weekend,Not county,No,0,North,North,1,,2,North,0,FEET,HILL UPHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION RELATED,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2048003D,M,12/26/1981,39,Adult,19+,2021-08,,,,,,,,,,,,7270.000000000000000,1471,,,,
0,1472,1,1472,MCP2539001S,0.000000000000000,,,,,,,,,,,,,,,,,,E730705F-83D1-49EA-A592-5961363A2E53,PEDESTRIAN,Cross/Enter not at Intersection,N/A,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,8/27/2021,2021,On road,not serious/fatal,21:15:00,night,8,summer,not dart dash,pedestrian,,,weekday,County,No,0.36,West,East,1,,1,East,100,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2539001S,F,4/19/1987,34,Adult,19+,2021-08,,,,,,,,,,,,,1472,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,1473,1,1473,MCP3059006T,0.000000000000000,,,,,,,,,,,,,,,,,,B35BDCBB-6749-4E1D-94CF-D3C9F821B3B9,PEDESTRIAN,Getting off/on Vehicle,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,8/27/2021,2021,On road,not serious/fatal,20:50:00,day,8,summer,not dart dash,pedestrian,,,weekday,County,No,0.17,North,South,1,,2,South,15,FEET,GRADE DOWNHILL,No,PEDESTRIAN,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",MCP3059006T,F,3/16/1991,30,Adult,19+,2021-08,,,,,,,,,,,,7270.000000000000000,1473,111 - WALK AREA,111 - DALY ES REGULAR,,
0,1474,0,1474,MCP3130003V,0.000000000000000,,,,,,,,,,,,,,,,,,C9506193-923B-453C-9C2E-4681089ECD31,OTHER,N/A,N/A,N/A,N/A,N/A,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,8/25/2021,2021,Off road,not serious/fatal,14:00:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,FIXED OBJECT,N/A,BUILDING,,,,,,,MCP3130003V,M,6/13/1986,35,Adult,19+,2021-08,,,,,,,,,,,,,1474,,,,
0,1475,2,1475,MCP2286003L,0.000000000000000,,,,,,,,,,,,,,,,,,26874832-22C0-4B2B-9CAD-A4F283460803,PEDESTRIAN,Other Working,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,8/24/2021,2021,On road,not serious/fatal,8:25:00,day,8,summer,not dart dash,pedestrian,,,weekday,County,No,0.77,South,East,1,,1,South,200,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2286003L,M,1/5/1983,38,Adult,19+,2021-08,,,,,,,,,,,,,1475,228 - WALK AREA,228 - HOOVER MS REGULAR,,
0,1476,0,1476,DM8497000W,0.000000000000000,,,,,,,,,,,,,,,,,,8305E2DF-B414-48D9-A906-AA646549D692,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,UNKNOWN,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,8/23/2021,2021,On road,serious/fatal,20:20:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,6.7,East,East,1,,3,West,50,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DM8497000W,M,8/10/2021,0,Not adult,0 to 4,2021-08,,,,,,,,,,,,,1476,,,,
1,1477,3,1477,MCP21600026,0.000000000000000,,,,,,,,,,,,,,,,,,C4FB9AD7-B0ED-49BF-B215-8B4BFCC1B510,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SIDEWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,SUSPECTED SERIOUS INJURY,N/A,0.000000000000000,0.000000000000000,,8/23/2021,2021,On road,serious/fatal,20:08:00,day,8,summer,not dart dash,pedestrian,,,weekday,County,No,1.35,North,East,1,,1,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP21600026,F,9/28/1946,74,Adult,19+,2021-08,Placemark,MoCo_SZ_Copy_Apr_23/MoCo_SZ_Copy_Apr_23,0,0,0.000000000000000,-1,0,,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">
<head>
<META http-equiv=""Content-Type"" content=""text/html"">
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
</head>
<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">
<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">
<td></td>
</tr>
<tr>
<td>
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">
<tr>
<td>OBJECTID_1</td>
<td>73</td>
</tr>
</table>
</td>
</tr>
</table>
</body><script type=""text/javascript"">
				function changeImage(attElement, nameElement) {
				document.getElementById('imageAttachment').src = attElement;
				document.getElementById('imageName').innerHTML = nameElement;}
			</script></html>
",100.000000000000000,63,,1477,568 - WALK AREA,568 - STEDWICK ES REGULAR,,
0,1478,2,1478,DD5644001G,0.000000000000000,,,,,,,,,,,,,,,,,,A5A8CC4A-D086-4A26-AAEB-5CEF21D1CC38,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,8/23/2021,2021,On road,not serious/fatal,11:42:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,No,0.91,East,East,2,,2,East,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",DD5644001G,M,8/15/1984,37,Adult,19+,2021-08,,,,,,,,,,,,7270.000000000000000,1478,207 - WALK AREA,207 - BEALL ES REGULAR,,
0,1479,0,1479,DM84940015,0.000000000000000,,,,,,,,,,,,,,,,,,553A67A1-EB5F-4756-B44D-EA1929D08FDA,PEDESTRIAN,Getting off/on Vehicle,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,8/23/2021,2021,Off road,not serious/fatal,10:02:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,OTHER,,,,,,,DM84940015,M,8/2/1985,36,Adult,19+,2021-08,,,,,,,,,,,,,1479,,,,
0,1480,1,1480,MCP32800017,0.000000000000000,,,,,,,,,,,,,,,,,,96A648C9-638F-4A35-9B2D-98C8D17F5058,BICYCLIST,Walking/Cycling on Sidewalk,UNKNOWN,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,8/23/2021,2021,On road,serious/fatal,7:07:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,2.29,North,North,0,OFF ROAD,4,South,100,FEET,GRADE DOWNHILL,No,BICYCLE,N/A,N/A,RESIDENTIAL DRIVEWAY,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP32800017,M,5/25/1981,40,Adult,19+,2021-08,,,,,,,,,,,,7270.000000000000000,1480,775 - WALK AREA,775 - EASTERN MS REGULAR,,
0,1481,0,1481,MCP2492001N,0.000000000000000,,,,,,,,,,,,,,,,,,BA01A694-F080-4AFB-8B39-8C672D7D317E,PEDESTRIAN,Other,OTHER,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,FATAL INJURY,NONE,0.000000000000000,0.000000000000000,,8/22/2021,2021,On road,serious/fatal,1:57:00,night,8,summer,not dart dash,pedestrian,,,weekday,Not county,No,6.61,East,East,1,,3,East,100,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2492001N,M,7/7/1979,42,Adult,19+,2021-08,,,,,,,,,,,,,1481,,,,
0,1482,0,1482,DD56470017,0.000000000000000,,,,,,,,,,,,,,,,,,5529AB08-65AF-481D-929A-75075A104D8C,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED SERIOUS INJURY,N/A,0.000000000000000,0.000000000000000,,8/21/2021,2021,On road,serious/fatal,18:51:00,day,8,summer,not dart dash,pedestrian,,,weekend,Not county,No,2.07,South,East,2,,2,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD56470017,M,1/18/2002,19,Adult,19+,2021-08,,,,,,,,,,,,,1482,,,,
0,1483,0,1483,MCP3059006L,0.000000000000000,,,,,,,,,,,,,,,,,,26C87CFD-6E9B-46CC-9633-4B3406403F77,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,8/19/2021,2021,On road,not serious/fatal,16:53:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,0,East,West,1,,2,East,0,FEET,HILL CREST,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3059006L,F,4/12/1968,53,Adult,19+,2021-08,,,,,,,,,,,,,1483,,,,
0,1484,2,1484,EJ78520051,0.000000000000000,,,,,,,,,,,,,,,,,,F741B0CD-D49C-457F-8E49-37AE35B7072D,PEDESTRIAN,Other,NO IMPROPER ACTIONS,N/A,N/A,REFLECTIVE MATERIAL,,SUSPECTED SERIOUS INJURY,N/A,0.000000000000000,0.000000000000000,,8/19/2021,2021,On road,serious/fatal,15:50:00,day,8,summer,not dart dash,pedestrian,,,weekday,County,No,0.32,South,South,2,,2,South,0,FEET,LEVEL,No,PEDESTRIAN,PEDESTRIAN,N/A,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",EJ78520051,M,1/8/1964,57,Adult,19+,2021-08,,,,,,,,,,,,,1484,552 - WALK AREA,552 - WASHINGTON GROVE ES REGULAR,,
0,1485,0,1485,MCP3227002L,0.000000000000000,,,,,,,,,,,,,,,,,,F397A0AB-7318-4FF1-BB39-1D90AE73F470,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,8/18/2021,2021,On road,not serious/fatal,18:03:00,day,8,summer,dart dash,pedestrian,,,weekday,County,No,0,North,South,1,,1,South,100,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP3227002L,M,10/25/1997,23,Adult,19+,2021-08,,,,,,,,,,,,,1485,,,,
0,1486,3,1486,EJ7852004Z,0.000000000000000,,,,,,,,,,,,,,,,,,1679C6D0-0745-4B9B-B60A-0D8F6D080DB6,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,UNKNOWN,MIXED CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,8/17/2021,2021,On road,not serious/fatal,19:00:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,0.08,South,South,1,,1,South,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,Y-INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",EJ7852004Z,M,9/11/1951,69,Adult,19+,2021-08,,,,,,,,,,,,,1486,159 - WALK AREA,159 - CARSON ES REGULAR,,
0,1487,2,1487,MCP1595001L,0.000000000000000,,,,,,,,,,,,,,,,,,450DD2ED-B1B0-4E38-965F-252A6F424E97,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,8/16/2021,2021,Off road,not serious/fatal,18:21:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP1595001L,F,6/10/1994,27,Adult,19+,2021-08,,,,,,,,,,,,,1487,789 - WALK AREA,789 - EINSTEIN HS REGULAR,,
0,1488,0,1488,MCP29410041,0.000000000000000,,,,,,,,,,,,,,,,,,68D4E94D-527F-4C82-9852-9D634D3F68BB,BICYCLIST,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,IN BIKEWAY,DISOBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,UNKNOWN,0.000000000000000,0.000000000000000,,8/14/2021,2021,On road,not serious/fatal,20:50:00,day,8,summer,not dart dash,small wheeled thing,,,weekend,County,No,0.39,East,South,3,,4,East,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP29410041,M,12/20/1979,41,Adult,19+,2021-08,,,,,,,,,,,,,1488,,,,
0,1489,0,1489,EJ7881001B,0.000000000000000,,,,,,,,,,,,,,,,,,2A9F2A31-1398-4DA5-9AEA-6CF170FA8081,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,8/13/2021,2021,Off road,not serious/fatal,21:55:00,night,8,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,EJ7881001B,F,5/8/1996,25,Adult,19+,2021-08,,,,,,,,,,,,,1489,,,,
0,1490,0,1490,MCP33020008,0.000000000000000,,,,,,,,,,,,,,,,,,6B5D8E0F-5244-443A-ACCB-0F40790E0819,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,8/13/2021,2021,On road,serious/fatal,17:51:00,day,8,summer,dart dash,pedestrian,,,weekday,County,No,6.23,East,West,3,,3,East,0,FEET,LEVEL,No,PEDESTRIAN,OFF ROAD,CURB,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP33020008,F,3/16/2001,20,Adult,19+,2021-08,,,,,,,,,,,,7270.000000000000000,1490,,,,
0,1491,2,1491,MCP23300030,0.000000000000000,,,,,,,,,,,,,,,,,,53DEA9FB-7377-455E-B0B6-CB5DE05E129B,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,8/13/2021,2021,On road,not serious/fatal,12:47:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,3.47,North,North,3,,3,North,0,FEET,LEVEL,No,OTHER VEHICLE,BICYCLE,LIGHT SUPPORT POLE,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP23300030,M,1/21/1951,70,Adult,19+,2021-08,,,,,,,,,,,,,1491,789 - WALK AREA,789 - EINSTEIN HS REGULAR,,
0,1492,1,1492,MCP3181001Z,0.000000000000000,,,,,,,,,,,,,,,,,,C100F63A-4E99-436B-89CC-BCE182A0F79C,PEDESTRIAN,Standing,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,8/10/2021,2021,On road,not serious/fatal,22:41:00,night,8,summer,not dart dash,pedestrian,,,weekday,County,Yes,1.73,North,North,2,,2,South,250,FEET,LEVEL,No,PEDESTRIAN,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP3181001Z,M,5/23/1997,24,Adult,19+,2021-08,,,,,,,,,,,,,1492,815 - WALK AREA,815 - KENNEDY HS REGULAR,,
0,1493,0,1493,MCP3190002M,0.000000000000000,,,,,,,,,,,,,,,,,,3A662C4A-5B9C-4564-929D-C1E41872883F,PEDESTRIAN,Other,NOT VISIBLE,OTHER,OTHER,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,8/9/2021,2021,Off road,not serious/fatal,10:42:00,day,8,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP3190002M,M,4/18/1981,40,Adult,19+,2021-08,,,,,,,,,,,,,1493,,,,
0,1494,1,1494,MCP3306000C,0.000000000000000,,,,,,,,,,,,,,,,,,EEA80CFA-25DE-49BC-B10D-59414F91F08D,PEDESTRIAN,Other,NO IMPROPER ACTIONS,N/A,N/A,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,8/8/2021,2021,Off road,not serious/fatal,16:39:00,day,8,summer,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP3306000C,M,7/19/1992,29,Adult,19+,2021-08,,,,,,,,,,,,,1494,424 - WALK AREA,424 - JOHNSON HS REGULAR,,
0,1495,1,1495,MCP33040008,0.000000000000000,,,,,,,,,,,,,,,,,,B9FC02F1-E9C9-4521-91B0-693AD2838DF1,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,8/7/2021,2021,On road,not serious/fatal,20:56:00,day,8,summer,not dart dash,pedestrian,,,weekend,County,No,6.194,West,West,1,,3,West,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP33040008,F,12/24/2008,12,Not adult,12 to 14,2021-08,,,,,,,,,,,,,1495,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,1496,1,1496,MCP33040008,0.000000000000000,,,,,,,,,,,,,,,,,,56999657-6F99-4CA1-92EF-0AA7C0246EC4,PEDESTRIAN,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,8/7/2021,2021,On road,not serious/fatal,20:56:00,day,8,summer,not dart dash,pedestrian,,,weekend,County,No,6.194,West,West,1,,3,West,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP33040008,F,2/8/2000,21,Adult,19+,2021-08,,,,,,,,,,,,,1496,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,1497,0,1497,MCP30780040,0.000000000000000,,,,,,,,,,,,,,,,,,8B9F4941-67E6-43ED-89F3-23A75E3D0E65,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,8/7/2021,2021,On road,serious/fatal,13:32:00,day,8,summer,not dart dash,small wheeled thing,,,weekend,County,No,1.4,South,North,1,,1,South,0,FEET,GRADE DOWNHILL,No,OTHER VEHICLE,N/A,N/A,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP30780040,M,10/17/2007,13,Not adult,12 to 14,2021-08,,,,,,,,,,,,,1497,,,,
0,1498,1,1498,MCP2291005C,0.000000000000000,,,,,,,,,,,,,,,,,,91DE06BE-8E2E-4955-AC33-D09C10AE0621,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,8/6/2021,2021,On road,not serious/fatal,13:31:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,0.99,North,South,1,,1,North,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2291005C,F,5/31/1978,43,Adult,19+,2021-08,,,,,,,,,,,,,1498,403 - WALK AREA,403 - CHEVY CHASE ES REGULAR,,
0,1499,0,1499,MCP28640044,0.000000000000000,,,,,,,,,,,,,,,,,,3C05C192-C3A5-466C-9C74-A1037CFE87A8,BICYCLIST,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,MIXED CLOTHING,,POSSIBLE INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,8/5/2021,2021,On road,not serious/fatal,16:06:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,County,No,1.88,East,East,3,,3,East,0,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP28640044,M,5/21/1991,30,Adult,19+,2021-08,,,,,,,,,,,,,1499,,,,
0,1500,0,1500,MCP3295000C,0.000000000000000,,,,,,,,,,,,,,,,,,9647EF21-2FC9-4FA7-AC4A-0D3E86F038B9,PEDESTRIAN,N/A,IN ROADWAY IMPROPERLY,OTHER,N/A,N/A,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,8/4/2021,2021,On road,not serious/fatal,17:04:00,day,8,summer,not dart dash,pedestrian,,,weekday,County,No,0.88,North,South,1,,2,South,200,FEET,LEVEL,No,OTHER VEHICLE,N/A,N/A,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3295000C,M,7/9/1997,24,Adult,19+,2021-08,,,,,,,,,,,,,1500,,,,
0,1501,1,1501,MCP2861004Y,0.000000000000000,,,,,,,,,,,,,,,,,,DC2DD3C2-3BDD-4E79-9E72-E91F26A4F1A8,BICYCLIST,Walking/Riding against Traffic,INATTENTIVE,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,8/4/2021,2021,Off road,not serious/fatal,15:17:00,day,8,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,BICYCLE,N/A,N/A,,,,,,,MCP2861004Y,M,3/3/2006,15,Not adult,15 to 18,2021-08,,,,,,,,,,,,,1501,406 - WALK AREA,406 - B-CC HS REGULAR,,
